Iteration,ObjectiveFunctionValue
1,4.913839780952714
2,32.3256547590144
3,4.992438662733878
4,4.992438662733878
5,4.992438662733878
6,4.992438662733878
7,4.958971159715941
8,4.958971159715941
9,4.958971159715941
10,4.958971159715941
11,4.958971159715941
12,4.958971159715941
13,4.958971159715941
14,4.958971159715941
15,4.91506578109068
16,4.91506578109068
17,4.91506578109068
18,4.91506578109068
19,4.91506578109068
20,4.91506578109068
21,4.91506578109068
22,4.91506578109068
23,4.91506578109068
24,4.91506578109068
25,4.91506578109068
26,4.91506578109068
27,2.444840584809446
28,2.444840584809446
29,2.444840584809446
30,2.444840584809446
31,2.444840584809446
32,2.444840584809446
33,2.444840584809446
34,2.444840584809446
35,2.444840584809446
36,2.444840584809446
37,2.444840584809446
38,2.444840584809446
39,2.444840584809446
40,2.433541187259157
41,2.412516828383706
42,2.412516828383706
43,2.412516828383706
44,2.3739913219609763
45,2.3739913219609763
46,2.3739913219609763
47,2.3739913219609763
48,2.3739913219609763
49,2.3739913219609763
50,2.3739913219609763
51,2.3739913219609763
52,2.3739913219609763
53,2.3739913219609763
54,2.3739913219609763
55,2.3739913219609763
56,2.3739913219609763
57,2.3739913219609763
58,2.3739913219609763
59,2.3739913219609763
60,2.3739913219609763
61,2.3739913219609763
62,2.3739913219609763
63,2.3739913219609763
64,2.3739913219609763
65,2.3739913219609763
66,2.3739913219609763
67,2.3739913219609763
68,2.3739913219609763
69,2.3739913219609763
70,2.3739913219609763
71,2.3739913219609763
72,2.3739913219609763
73,2.3739913219609763
74,2.3739913219609763
75,2.3739913219609763
76,2.3739913219609763
77,2.3739913219609763
78,2.3739913219609763
79,2.3739913219609763
80,2.3739913219609763
81,2.3739913219609763
82,2.3739913219609763
83,2.3739913219609763
84,2.3739913219609763
85,2.3739913219609763
86,2.3739913219609763
87,2.3739913219609763
88,2.3739913219609763
89,2.3739913219609763
90,2.3739913219609763
91,2.3739913219609763
92,2.3739913219609763
93,2.3739913219609763
94,2.3739913219609763
95,2.3739913219609763
96,2.3739913219609763
97,2.3739913219609763
98,2.3739913219609763
99,2.3739913219609763
100,2.3739913219609763
101,2.3739913219609763
102,2.3739913219609763
103,2.3739913219609763
104,2.3739913219609763
105,2.3739913219609763
106,2.3739913219609763
107,2.3739913219609763
108,2.3739913219609763
109,2.3739913219609763
110,2.3739913219609763
111,2.3739913219609763
112,2.3739913219609763
113,2.3739913219609763
114,2.3739913219609763
115,2.3739913219609763
116,2.3739913219609763
117,2.3739913219609763
118,2.3739913219609763
119,2.3739913219609763
120,2.3739913219609763
121,2.3739913219609763
122,2.3739913219609763
123,2.3739913219609763
124,2.3739913219609763
125,2.3739913219609763
126,2.373962684126612
127,2.373820812081188
128,2.373761281603829
129,2.373724509003104
130,2.37361735091391
131,2.3735216035606053
132,2.3735216035606053
133,2.373468997981689
134,2.373468997981689
135,2.373468997981689
136,2.373468997981689
137,2.373468997981689
138,2.3732475661581094
139,2.3731833145193466
140,2.3731833145193466
141,2.372675357046664
142,2.372675357046664
143,2.372675357046664
144,2.372675357046664
145,2.372675357046664
146,2.372675357046664
147,2.372675357046664
148,2.372675357046664
149,2.372675357046664
150,2.372675357046664
151,2.372675357046664
152,2.372675357046664
153,2.372675357046664
154,2.372675357046664
155,2.3725952810519644
156,2.3725952810519644
157,2.3725952810519644
158,2.372312500673105
159,2.372312500673105
160,2.372312500673105
161,2.372312500673105
162,2.372312500673105
163,2.372312500673105
164,2.372133721970458
165,2.372133721970458
166,2.372133721970458
167,2.372133721970458
168,2.372133721970458
169,2.372133721970458
170,2.372133721970458
171,2.372133721970458
172,2.372133721970458
173,2.372133721970458
174,2.372133721970458
175,2.372133721970458
176,2.372133721970458
177,2.372133721970458
178,2.3717908735486346
179,2.3717908735486346
180,2.3717908735486346
181,2.3717908735486346
182,2.3717908735486346
183,2.3717908735486346
184,2.3717908735486346
185,2.3717908735486346
186,2.3717908735486346
187,2.3717908735486346
188,2.3717908735486346
189,2.37176240827301
190,2.37176240827301
191,2.3717164787835565
192,2.3714245509045404
193,2.3714245509045404
194,2.3714245509045404
195,2.3714245509045404
196,2.3714245509045404
197,2.3714245509045404
198,2.3714245509045404
199,2.3714245509045404
200,2.3712410266202024
201,2.3712410266202024
202,2.3711462505203382
203,2.3711462505203382
204,2.3711462505203382
205,2.371080791932825
206,2.371080791932825
207,2.371080791932825
208,2.371080791932825
209,2.371080791932825
210,2.371080791932825
211,2.370875288488866
212,2.3707626724245636
213,2.370664183512999
214,2.370664183512999
215,2.370664183512999
216,2.370664183512999
217,2.370664183512999
218,2.3705901920778807
219,2.3705901920778807
220,2.3705901920778807
221,2.37054990769308
222,2.3705283327369497
223,2.370463832312593
224,2.370463832312593
225,2.370342376983781
226,2.370342376983781
227,2.3701046813379945
228,2.3701046813379945
229,2.370054160535874
230,2.3699637497071917
231,2.3699637497071917
232,2.3699637497071917
233,2.3699637497071917
234,2.369815409863331
235,2.369815409863331
236,2.369815409863331
237,2.369815409863331
238,2.3694912357172466
239,2.3694912357172466
240,2.369397263749551
241,2.369397263749551
242,2.36925098143859
243,2.36925098143859
244,2.36925098143859
245,2.368925550305121
246,2.368925550305121
247,2.368925550305121
248,2.368925550305121
249,2.368925550305121
250,2.3685083780141296
251,2.3685083780141296
252,2.3685083780141296
253,2.3685083780141296
254,2.3685083780141296
255,2.3685083780141296
256,2.3685083780141296
257,2.3685083780141296
258,2.3685083780141296
259,2.3685083780141296
260,2.3685083780141296
261,2.3684150626159743
262,2.368341531428501
263,2.3679641185829805
264,2.3677573282817312
265,2.3677573282817312
266,2.3677573282817312
267,2.3677573282817312
268,2.3677573282817312
269,2.3677573282817312
270,2.3677573282817312
271,2.367611866467502
272,2.367350632086425
273,2.367350632086425
274,2.367350632086425
275,2.367350632086425
276,2.367350632086425
277,2.367350632086425
278,2.367350632086425
279,2.3672217995487426
280,2.366992415558285
281,2.3669002604443783
282,2.3669002604443783
283,2.366662308343306
284,2.366662308343306
285,2.3664905564468137
286,2.3664905564468137
287,2.3664905564468137
288,2.3664905564468137
289,2.3664905564468137
290,2.366220372757197
291,2.366220372757197
292,2.3661530261284005
293,2.3661530261284005
294,2.3661530261284005
295,2.3661530261284005
296,2.3657512562052734
297,2.3656299112332704
298,2.3656299112332704
299,2.3656299112332704
300,2.3656299112332704
301,2.3656299112332704
302,2.3651310155534344
303,2.3651310155534344
304,2.3651310155534344
305,2.3651310155534344
306,2.3651310155534344
307,2.3651310155534344
308,2.3651310155534344
309,2.3651310155534344
310,2.365054396666465
311,2.365054396666465
312,2.3649718829979567
313,2.3648841591160497
314,2.364648763306817
315,2.364648763306817
316,2.364321620319385
317,2.364321620319385
318,2.364321620319385
