Time_Dimensionless,R_Calculated,File
65.32127186994943,0.816320608048412,data/synthetic Set E - No1.csv
78.83993509173027,0.86915467428637,data/synthetic Set E - No1.csv
92.35859831351111,0.9067913984296162,data/synthetic Set E - No1.csv
105.87726153529192,0.9336021874734685,data/synthetic Set E - No1.csv
119.39592475707276,0.9527010443882763,data/synthetic Set E - No1.csv
132.9145879788536,0.9663062514135408,data/synthetic Set E - No1.csv
146.43325120063446,0.9759980177336911,data/synthetic Set E - No1.csv
159.95191442241529,0.9829020166386673,data/synthetic Set E - No1.csv
173.4705776441961,0.9878201295301029,data/synthetic Set E - No1.csv
186.98924086597697,0.9913235823472044,data/synthetic Set E - No1.csv
200.50790408775777,0.9938192919644097,data/synthetic Set E - No1.csv
214.02656730953865,0.9955971285212507,data/synthetic Set E - No1.csv
227.54523053131948,0.996863583080327,data/synthetic Set E - No1.csv
241.06389375310033,0.9977657510237375,data/synthetic Set E - No1.csv
254.58255697488116,0.9984084167966897,data/synthetic Set E - No1.csv
268.101220196662,0.9988662243465376,data/synthetic Set E - No1.csv
281.61988341844284,0.9991923468218875,data/synthetic Set E - No1.csv
295.13854664022364,0.9994246624946275,data/synthetic Set E - No1.csv
308.6572098620045,0.9995901542220611,data/synthetic Set E - No1.csv
322.17587308378535,0.9997080434351563,data/synthetic Set E - No1.csv
335.69453630556615,0.9997920226574395,data/synthetic Set E - No1.csv
349.213199527347,0.999851845855764,data/synthetic Set E - No1.csv
362.73186274912786,0.9998944613380281,data/synthetic Set E - No1.csv
376.25052597090865,0.9999248187809511,data/synthetic Set E - No1.csv
389.7691891926895,0.9999464441220679,data/synthetic Set E - No1.csv
403.28785241447036,0.9999618490881451,data/synthetic Set E - No1.csv
416.8065156362512,0.9999728229256701,data/synthetic Set E - No1.csv
430.325178858032,0.9999806402171476,data/synthetic Set E - No1.csv
443.8438420798129,0.999986208920521,data/synthetic Set E - No1.csv
457.36250530159367,0.9999901758261109,data/synthetic Set E - No1.csv
470.8811685233746,0.9999930016796184,data/synthetic Set E - No1.csv
484.3998317451554,0.9999950146965315,data/synthetic Set E - No1.csv
497.91849496693624,0.9999964486834958,data/synthetic Set E - No1.csv
511.43715818871704,0.9999974701943437,data/synthetic Set E - No1.csv
524.9558214104978,0.9999981978748864,data/synthetic Set E - No1.csv
538.4744846322786,0.9999987162433142,data/synthetic Set E - No1.csv
551.9931478540595,0.9999990855067631,data/synthetic Set E - No1.csv
565.5118110758405,0.9999993485542162,data/synthetic Set E - No1.csv
579.0304742976213,0.9999995359379468,data/synthetic Set E - No1.csv
592.549137519402,0.9999996694220845,data/synthetic Set E - No1.csv
606.0678007411829,0.9999997645104627,data/synthetic Set E - No1.csv
619.5864639629638,0.9999998322473476,data/synthetic Set E - No1.csv
633.1051271847446,0.9999998805002008,data/synthetic Set E - No1.csv
646.6237904065254,0.9999999148734652,data/synthetic Set E - No1.csv
660.1424536283063,0.9999999393595054,data/synthetic Set E - No1.csv
673.6611168500871,0.9999999568023109,data/synthetic Set E - No1.csv
687.179780071868,0.9999999692278179,data/synthetic Set E - No1.csv
700.6984432936488,0.9999999780792165,data/synthetic Set E - No1.csv
714.2171065154296,0.9999999843845734,data/synthetic Set E - No1.csv
727.7357697372105,0.9999999888762394,data/synthetic Set E - No1.csv
741.2544329589913,0.9999999920759097,data/synthetic Set E - No1.csv
754.7730961807722,0.9999999943552178,data/synthetic Set E - No1.csv
768.2917594025529,0.9999999959788991,data/synthetic Set E - No1.csv
781.8104226243338,0.9999999971355401,data/synthetic Set E - No1.csv
795.3290858461147,0.9999999979594816,data/synthetic Set E - No1.csv
808.8477490678954,0.9999999985464221,data/synthetic Set E - No1.csv
822.3664122896763,0.9999999989645334,data/synthetic Set E - No1.csv
835.8850755114571,0.999999999262378,data/synthetic Set E - No1.csv
849.403738733238,0.9999999994745497,data/synthetic Set E - No1.csv
862.9224019550189,0.9999999996256917,data/synthetic Set E - No1.csv
876.4410651767996,0.9999999997333588,data/synthetic Set E - No1.csv
889.9597283985805,0.9999999998100563,data/synthetic Set E - No1.csv
903.4783916203613,0.9999999998646922,data/synthetic Set E - No1.csv
916.9970548421421,0.9999999999036125,data/synthetic Set E - No1.csv
930.515718063923,0.9999999999313377,data/synthetic Set E - No1.csv
944.0343812857038,0.9999999999510879,data/synthetic Set E - No1.csv
957.5530445074847,0.9999999999651571,data/synthetic Set E - No1.csv
971.0717077292654,0.9999999999751794,data/synthetic Set E - No1.csv
984.5903709510463,0.9999999999823189,data/synthetic Set E - No1.csv
998.1090341728273,0.9999999999874047,data/synthetic Set E - No1.csv
1011.627697394608,0.9999999999910276,data/synthetic Set E - No1.csv
1025.1463606163888,0.9999999999936084,data/synthetic Set E - No1.csv
1038.6650238381696,0.999999999995447,data/synthetic Set E - No1.csv
1052.1836870599504,0.9999999999967566,data/synthetic Set E - No1.csv
1065.7023502817312,0.9999999999976895,data/synthetic Set E - No1.csv
1079.2210135035123,0.9999999999983541,data/synthetic Set E - No1.csv
1092.739676725293,0.9999999999988276,data/synthetic Set E - No1.csv
1106.2583399470739,0.9999999999991648,data/synthetic Set E - No1.csv
1119.7770031688547,0.999999999999405,data/synthetic Set E - No1.csv
1133.2956663906355,0.9999999999995762,data/synthetic Set E - No1.csv
1146.8143296124165,0.9999999999996981,data/synthetic Set E - No1.csv
1160.3329928341973,0.999999999999785,data/synthetic Set E - No1.csv
1173.851656055978,0.9999999999998468,data/synthetic Set E - No1.csv
1187.3703192777589,0.9999999999998909,data/synthetic Set E - No1.csv
