Time_Dimensionless,R_Calculated,File
6.688643379700337,0.07297605667314422,data/Set B - 0 hr.csv
19.989390226634807,0.20263723132389144,data/Set B - 0 hr.csv
33.014943768745695,0.3120215900260792,data/Set B - 0 hr.csv
66.16837157812517,0.5274240662585096,data/Set B - 0 hr.csv
98.22854614653596,0.6713400277094272,data/Set B - 0 hr.csv
131.59485277823103,0.7747855162477835,data/Set B - 0 hr.csv
196.00609601057118,0.8914285478309877,data/Set B - 0 hr.csv
262.5714692452806,0.948921584789454,data/Set B - 0 hr.csv
329.7637862982356,0.9761397583142278,data/Set B - 0 hr.csv
392.65228566571255,0.9882973145357499,data/Set B - 0 hr.csv
527.7232898698342,0.9974661337811519,data/Set B - 0 hr.csv
660.0628749798412,0.9994341263749712,data/Set B - 0 hr.csv
794.8514624040455,0.999877084403652,data/Set B - 0 hr.csv
3.22390192461014,0.03586852488370518,data/Set B - 1 hr.csv
9.595827501211318,0.10300788049643661,data/Set B - 1 hr.csv
15.8889843125036,0.16472687399106112,data/Set B - 1 hr.csv
31.83382999384154,0.3027548949928476,data/Set B - 1 hr.csv
63.079292525552844,0.5105945695762533,data/Set B - 1 hr.csv
94.734675118169,0.6580713974402012,data/Set B - 1 hr.csv
126.45248410476302,0.7612766156225612,data/Set B - 1 hr.csv
189.10518990127733,0.8826006537729845,data/Set B - 1 hr.csv
253.33598938687388,0.9432882919111921,data/Set B - 1 hr.csv
319.2696769985706,0.973127865377378,data/Set B - 1 hr.csv
383.04722611577694,0.9869521472016252,data/Set B - 1 hr.csv
1.6518847003141275,0.01854581066510752,data/Set B - 12 hr.csv
4.898888450753549,0.05398958813436028,data/Set B - 12 hr.csv
8.199548441146332,0.0887074294499749,data/Set B - 12 hr.csv
16.336963403219134,0.16895486956296624,data/Set B - 12 hr.csv
24.698172433073033,0.24405464924976084,data/Set B - 12 hr.csv
32.58206713974764,0.30863974315569553,data/Set B - 12 hr.csv
48.713160421351446,0.42410261978294006,data/Set B - 12 hr.csv
64.77571542015717,0.5199096464722741,data/Set B - 12 hr.csv
81.35769192598882,0.6021260684058556,data/Set B - 12 hr.csv
96.52253972452738,0.6649267438151621,data/Set B - 12 hr.csv
129.3670029727668,0.7690294786159941,data/Set B - 12 hr.csv
163.1497073967294,0.8424720843465817,data/Set B - 12 hr.csv
195.69524862837503,0.8910455666180667,data/Set B - 12 hr.csv
1.6361714652237753,0.018371098136747088,data/Set B - 24 hr.csv
4.779166783708408,0.05270574206936074,data/Set B - 24 hr.csv
7.9692108811465525,0.08632654093685743,data/Set B - 24 hr.csv
15.999040695012148,0.1657675674050625,data/Set B - 24 hr.csv
47.492187473169004,0.4160820034886543,data/Set B - 24 hr.csv
63.38950170958128,0.5123113326117406,data/Set B - 24 hr.csv
79.29587367597746,0.5927239178437161,data/Set B - 24 hr.csv
95.15304121461355,0.659688036131554,data/Set B - 24 hr.csv
127.06301943428984,0.7629219515229448,data/Set B - 24 hr.csv
158.36597803046274,0.8337001746189178,data/Set B - 24 hr.csv
192.1208954309051,0.8865434776506409,data/Set B - 24 hr.csv
1.1802117195268245,0.01328779910880351,data/Set B - 48 hr.csv
2.333736631659399,0.026097319012687192,data/Set B - 48 hr.csv
5.8808228706316035,0.06445400441568605,data/Set B - 48 hr.csv
11.673000458386213,0.12386774969787784,data/Set B - 48 hr.csv
17.572979337467217,0.18050964738499453,data/Set B - 48 hr.csv
23.258790861863037,0.231627785695389,data/Set B - 48 hr.csv
34.75665598456969,0.32546234613314984,data/Set B - 48 hr.csv
46.39672808222005,0.4087908654198209,data/Set B - 48 hr.csv
57.60114621193708,0.4792619196691126,data/Set B - 48 hr.csv
69.62433327834677,0.5455673942721964,data/Set B - 48 hr.csv
93.29597389920302,0.6524531668985648,data/Set B - 48 hr.csv
116.29259991913602,0.7321584060219438,data/Set B - 48 hr.csv
139.58052638542904,0.7942643227751233,data/Set B - 48 hr.csv
2.3617086153098326,0.026405864911214105,data/Set B - 6 hr.csv
7.0573451359638595,0.07683980906385601,data/Set B - 6 hr.csv
11.592156810961987,0.12306502948725129,data/Set B - 6 hr.csv
23.032564319082127,0.22965617320133003,data/Set B - 6 hr.csv
34.43516921879593,0.3230013547488968,data/Set B - 6 hr.csv
46.138700322151195,0.4070602834271435,data/Set B - 6 hr.csv
69.00247527941242,0.5423549098975835,data/Set B - 6 hr.csv
91.76826706290232,0.6463862726871009,data/Set B - 6 hr.csv
137.7372489859116,0.7899232997274009,data/Set B - 6 hr.csv
184.57982597383486,0.8764254954620344,data/Set B - 6 hr.csv
229.9622710113566,0.9260968066990893,data/Set B - 6 hr.csv
275.9538245597936,0.9561064273429515,data/Set B - 6 hr.csv
