File,a1,a2,a3,λ1,λ2,λ3,θ_deg,OptimizationMethod,ExecutionTime
data/Set B - 0 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,84.70286114588527,Fminbox(LBFGS),00:08:38
data/Set B - 1 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,87.45388376970801,Fminbox(LBFGS),00:08:38
data/Set B - 12 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,88.69025692223605,Fminbox(LBFGS),00:08:38
data/Set B - 24 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,88.72195145609666,Fminbox(LBFGS),00:08:38
data/Set B - 48 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,89.06400895401953,Fminbox(LBFGS),00:08:38
data/Set B - 6 hr.csv,0.4999962296243492,0.4999962296243492,7.540751301674738e-6,0.011327909089681827,0.011327909089681827,1.2060965828539875e45,88.14824843607404,Fminbox(LBFGS),00:08:38
