Iteration,ObjectiveFunctionValue
1,14.557430182359434
2,42.50983705588598
3,16.218846401367703
4,15.866503702430334
5,15.837682915533378
6,15.808438667907293
7,15.808438667907293
8,15.808438667907293
9,15.808438667907293
10,15.066925496941657
11,15.066925496941657
12,15.066925496941657
13,15.066925496941657
14,15.066925496941657
15,15.066925496941657
16,14.355343093756684
17,14.355343093756684
18,14.355343093756684
19,14.355343093756684
20,14.355343093756684
21,14.355343093756684
22,14.355343093756684
23,14.355343093756684
24,14.355343093756684
25,14.355343093756684
26,14.355343093756684
27,14.355343093756684
28,9.142484090309251
29,9.142484090309251
30,9.142484090309251
31,9.142484090309251
32,9.142484090309251
33,9.142484090309251
34,9.142484090309251
35,9.142484090309251
36,9.142484090309251
37,9.142484090309251
38,9.142484090309251
39,9.142484090309251
40,3.8004626856519264
41,3.8004626856519264
42,3.8004626856519264
43,3.8004626856519264
44,3.8004626856519264
45,3.8004626856519264
46,3.8004626856519264
47,3.8004626856519264
48,3.8004626856519264
49,3.8004626856519264
50,3.8004626856519264
51,3.8004626856519264
52,3.8004626856519264
53,3.8004626856519264
54,3.8004626856519264
55,3.8004626856519264
56,3.8004626856519264
57,3.8004626856519264
58,3.8004626856519264
59,3.8004626856519264
60,3.8004626856519264
61,3.8004626856519264
62,3.8004626856519264
63,3.8004626856519264
64,3.8004626856519264
65,3.8004626856519264
66,3.8004626856519264
67,3.8004626856519264
68,3.8004626856519264
69,2.9144015569697492
70,2.9144015569697492
71,2.9144015569697492
72,2.9144015569697492
73,2.9144015569697492
74,2.9144015569697492
75,2.9144015569697492
76,2.9144015569697492
77,0.71530960050713
78,0.71530960050713
79,0.71530960050713
80,0.71530960050713
81,0.71530960050713
82,0.71530960050713
83,0.71530960050713
84,0.71530960050713
85,0.71530960050713
86,0.71530960050713
87,0.71530960050713
88,0.71530960050713
89,0.71530960050713
90,0.71530960050713
91,0.71530960050713
92,0.71530960050713
93,0.71530960050713
94,0.71530960050713
95,0.71530960050713
96,0.71530960050713
97,0.71530960050713
98,0.71530960050713
99,0.71530960050713
100,0.71530960050713
101,0.71530960050713
102,0.71530960050713
103,0.71530960050713
104,0.71530960050713
105,0.71530960050713
106,0.71530960050713
107,0.71530960050713
108,0.71530960050713
109,0.71530960050713
110,0.71530960050713
111,0.71530960050713
112,0.71530960050713
113,0.71530960050713
114,0.71530960050713
115,0.71530960050713
116,0.71530960050713
117,0.71530960050713
118,0.71530960050713
119,0.71530960050713
120,0.71530960050713
121,0.71530960050713
122,0.71530960050713
123,0.71530960050713
124,0.71530960050713
125,0.71530960050713
126,0.71530960050713
127,0.71530960050713
128,0.71530960050713
129,0.71530960050713
130,0.71530960050713
131,0.71530960050713
132,0.71530960050713
133,0.71530960050713
134,0.71530960050713
135,0.71530960050713
136,0.71530960050713
137,0.71530960050713
138,0.584828223430045
139,0.584828223430045
140,0.584828223430045
141,0.584828223430045
142,0.584828223430045
143,0.584828223430045
144,0.584828223430045
145,0.5670508513812098
146,0.5670508513812098
147,0.5670508513812098
148,0.5670508513812098
149,0.5670508513812098
150,0.5670508513812098
151,0.5670508513812098
152,0.5670508513812098
153,0.5670508513812098
154,0.5670508513812098
155,0.5670508513812098
156,0.5670508513812098
157,0.5670508513812098
158,0.5670508513812098
159,0.5670508513812098
160,0.5670508513812098
161,0.5670508513812098
162,0.5670508513812098
163,0.5670508513812098
164,0.5670508513812098
165,0.5670508513812098
166,0.5670508513812098
167,0.5670508513812098
168,0.5670508513812098
169,0.5670508513812098
170,0.5670508513812098
171,0.5670508513812098
172,0.5670508513812098
173,0.5670508513812098
174,0.5670508513812098
175,0.5670508513812098
176,0.5670508513812098
177,0.5670508513812098
178,0.5670508513812098
179,0.5670508513812098
180,0.5670508513812098
181,0.5670508513812098
182,0.5670508513812098
183,0.5670508513812098
184,0.5670508513812098
185,0.5670508513812098
186,0.5670508513812098
187,0.5670508513812098
188,0.5670508513812098
189,0.5670508513812098
190,0.5670508513812098
191,0.5670508513812098
192,0.5670508513812098
193,0.5651157385632297
194,0.5488935129855392
195,0.5488935129855392
196,0.5488935129855392
197,0.5488935129855392
198,0.5238133414420888
199,0.5238133414420888
200,0.5238133414420888
201,0.5238133414420888
202,0.5238133414420888
203,0.5238133414420888
204,0.5000221380338626
205,0.49245703959483234
206,0.49245703959483234
207,0.49245703959483234
208,0.49245703959483234
209,0.49245703959483234
210,0.49245703959483234
211,0.49245703959483234
212,0.49245703959483234
213,0.49245703959483234
214,0.48635593203420313
215,0.48635593203420313
216,0.48635593203420313
217,0.48635593203420313
218,0.48418749692299545
219,0.48418749692299545
220,0.4497672554677456
221,0.4497672554677456
222,0.4497672554677456
223,0.4497672554677456
224,0.4497672554677456
225,0.4497672554677456
226,0.4497672554677456
227,0.4497672554677456
228,0.4497672554677456
229,0.4497672554677456
230,0.4497672554677456
231,0.4497672554677456
232,0.4497672554677456
233,0.4459806300744319
234,0.4459806300744319
235,0.4372434867962296
236,0.4372434867962296
237,0.4372434867962296
238,0.43587710288865883
239,0.4211421492778086
240,0.4211421492778086
241,0.4211421492778086
242,0.4211421492778086
243,0.4112756868738097
244,0.4112756868738097
245,0.4112756868738097
246,0.4112756868738097
247,0.4112756868738097
248,0.4112756868738097
249,0.4112756868738097
250,0.40424179352604317
251,0.40424179352604317
252,0.40424179352604317
253,0.40424179352604317
254,0.40424179352604317
255,0.40424179352604317
256,0.398858669598439
257,0.398858669598439
258,0.398858669598439
259,0.398858669598439
260,0.39244496683957586
261,0.39244496683957586
262,0.39244496683957586
263,0.39244496683957586
264,0.39244496683957586
265,0.39244496683957586
266,0.39244496683957586
267,0.39244496683957586
268,0.39244496683957586
269,0.39244496683957586
270,0.39244496683957586
271,0.39244496683957586
272,0.38686315523422565
273,0.38686315523422565
274,0.38686315523422565
275,0.38686315523422565
276,0.38686315523422565
277,0.38686315523422565
278,0.38631915361998465
279,0.38631915361998465
280,0.38631915361998465
281,0.38631915361998465
282,0.38631915361998465
283,0.38631915361998465
284,0.38631915361998465
285,0.38631915361998465
286,0.38631915361998465
287,0.38631915361998465
288,0.38631915361998465
289,0.38631915361998465
290,0.38631915361998465
291,0.38631915361998465
292,0.38631915361998465
293,0.38631915361998465
294,0.38625680483774455
295,0.38625680483774455
296,0.38618351820897845
297,0.38618351820897845
298,0.38618351820897845
299,0.3859369125210702
300,0.3859369125210702
301,0.38560087413413535
302,0.3846172027971039
303,0.3846172027971039
304,0.3846172027971039
305,0.3846172027971039
306,0.3846172027971039
307,0.3846172027971039
308,0.3846172027971039
309,0.3846172027971039
310,0.3846172027971039
311,0.3846172027971039
312,0.3846172027971039
313,0.3846172027971039
314,0.3846172027971039
315,0.3842932350620755
316,0.3842932350620755
317,0.3842932350620755
318,0.3842932350620755
319,0.3842932350620755
320,0.38410579283562724
321,0.38319263902920536
322,0.38319263902920536
323,0.38319263902920536
324,0.38319263902920536
325,0.38319263902920536
