File,Residuals
Set A - 48 hr,-0.02241606777945023
Set A - 48 hr,-0.05873490731913861
Set A - 48 hr,-0.10559723239820218
Set A - 48 hr,-0.12468446472953934
Set A - 48 hr,-0.13208795655706165
Set A - 48 hr,-0.08513548321237824
Set A - 48 hr,-0.07298113317279242
Set A - 48 hr,-0.051989691377095304
Set A - 48 hr,0.02613771424585476
Set A - 48 hr,0.11220239943387389
Set A - 48 hr,0.07934887822298531
Set A - 48 hr,0.08199992119333677
Set A - 1 hr,0.07080259896200283
Set A - 1 hr,0.054044789997698656
Set A - 1 hr,-0.010476332084483703
Set A - 1 hr,-0.005591702631683626
Set A - 1 hr,0.026578916886745185
Set A - 1 hr,0.00750954248619029
Set A - 1 hr,-0.01873977645203262
Set A - 1 hr,-0.008455523080710181
Set A - 1 hr,-0.013217812700817122
Set A - 1 hr,-0.027695128843479022
Set A - 1 hr,-0.020643606645073254
Set A - 1 hr,-0.01644816377603886
Set A - 1 hr,-0.0023741705748981934
Set A - 1 hr,0.0010292732082790579
Set A - 6 hr,0.03955725511188099
Set A - 6 hr,-0.03411723122338864
Set A - 6 hr,-0.014503699437889761
Set A - 6 hr,0.011357578333848428
Set A - 6 hr,0.03310500839723629
Set A - 6 hr,-0.0007946279289771097
Set A - 6 hr,0.0010793983570538401
Set A - 6 hr,-0.026471552950720123
Set A - 6 hr,-0.004034164153334796
Set A - 6 hr,0.0004569927207115354
Set A - 6 hr,0.0022573168723454273
Set A - 6 hr,0.010465392885848801
Set A - 0 hr,0.1668735689363468
Set A - 0 hr,0.14771611060304812
Set A - 0 hr,0.1752991778052561
Set A - 0 hr,0.13926640751903496
Set A - 0 hr,0.07287195692864623
Set A - 0 hr,0.030469595629854407
Set A - 0 hr,-0.0006695327086621017
Set A - 0 hr,-0.02000570932446244
Set A - 0 hr,-0.024736340825680325
Set A - 0 hr,-0.04975128932515105
Set A - 0 hr,-0.02038315536481783
Set A - 0 hr,0.0008675572065179882
Set A - 24 hr,-0.11111751141593113
Set A - 24 hr,0.0028389061295334694
Set A - 24 hr,-0.01982876328481853
Set A - 24 hr,-0.051248415450983464
Set A - 24 hr,-0.07054285021218598
Set A - 24 hr,-0.007543860063301988
Set A - 24 hr,0.0069433564952458005
Set A - 24 hr,0.01689317360108289
Set A - 24 hr,0.05122890211754705
Set A - 12 hr,-0.011072376349172498
Set A - 12 hr,0.0027170770238801045
Set A - 12 hr,-0.041303952758557666
Set A - 12 hr,-0.06307109365077568
Set A - 12 hr,-0.03950274083287564
Set A - 12 hr,0.005441659439528457
Set A - 12 hr,0.0014720358125835942
Set A - 12 hr,-0.031522384758911115
Set A - 12 hr,0.007380911050691608
Set A - 12 hr,0.023205633506680257
Set A - 12 hr,0.039890898141584974
Set A - 12 hr,0.04001526073906536
Set A - 12 hr,0.03707858840696843
Set A - 12 hr,0.024853623486605247
