Iteration,ObjectiveFunctionValue
1,6.522008134057755
2,2.200878782279069
3,2.2008351672107542
4,2.1532967773935257
5,2.153234682911691
6,2.080209512221278
7,2.079900118944205
8,2.010326749280444
9,2.0093547398253078
10,1.9425490294495444
11,1.940183147369883
12,1.8044424453219108
13,1.7967713906254392
14,1.7237374147652844
15,1.6738896148193982
16,1.5490672387949405
17,1.5369443740320528
18,1.4056798518103248
19,1.3492097512326853
20,1.1482255010726932
21,1.0560121556875632
22,0.7658125435141767
23,0.7656182547073277
24,0.6845754575723506
25,0.6487384318566445
26,0.6388747888886167
27,0.6236994004064416
28,0.6174903052447804
29,0.6122912507257109
30,0.6000730759098801
31,0.5925778540987278
32,0.5737662011288237
33,0.5549458106824726
34,0.5260049977421274
35,0.5000229294272405
36,0.4881022414894482
37,0.4873197477808157
38,0.39597084672891897
39,0.3702677276341211
40,0.3298302176865891
41,0.3180268774776558
42,0.31758974745814317
43,0.28844600871252557
44,0.27830779069854467
45,0.27685830631991193
46,0.2743274279142919
47,0.26605494683986297
48,0.26573901337912276
49,0.2602002907533168
50,0.2536369025174255
51,0.25235576487167216
52,0.24703176364213014
53,0.24608313384456448
54,0.24607165510519993
55,0.24505198866099587
56,0.24454906510331517
57,0.24385120480169103
58,0.2437874717084233
59,0.2428779258399089
60,0.24272746323002217
61,0.24220672710871644
62,0.24217343154650475
63,0.2420607344337987
64,0.24189232247348852
65,0.24089402104701466
66,0.23857892995290925
67,0.23835301185082897
68,0.23787187651479652
69,0.236877406838962
70,0.23665991716506232
71,0.23454299279933008
72,0.22780476723093407
73,0.2277070145873289
74,0.22682696207580932
75,0.22405011681811898
76,0.2235937692142745
77,0.2228196590570199
78,0.22211626789191202
79,0.22145627893249176
80,0.22120328603714567
81,0.22085418779737065
82,0.21993895280187475
83,0.21889502095138727
84,0.2187179669246248
85,0.21762414638591754
86,0.21686004700200381
87,0.2167273069252566
88,0.21671327829461043
89,0.21654516908954716
90,0.21644137730620164
91,0.21588878476721307
92,0.2155570361280423
93,0.2140674606119079
94,0.2131756885810364
95,0.21309498172795072
96,0.21285378660022405
97,0.2127047965082338
98,0.21268162160468498
99,0.21256521578373908
100,0.21248094242308602
101,0.21181479940449968
102,0.21146588575260641
103,0.21054198106332248
104,0.21051964476222645
105,0.2104730599246367
106,0.2101089403055532
107,0.21008115501778854
108,0.2098464669358328
109,0.20971523210573834
110,0.20969426589166204
111,0.2096121498370911
112,0.20958530195264108
113,0.20790023578002292
114,0.2076988743659834
115,0.20743946097818908
116,0.20725815950696713
117,0.2070587291558127
118,0.20671626288264758
119,0.20658508741275006
120,0.20643376959061863
121,0.205400251175929
122,0.20502004048594785
123,0.20464649036215365
124,0.20447945304558282
125,0.2044642170899292
126,0.20433977539674236
127,0.20306327547344746
128,0.2027785389698629
129,0.20277301683532947
130,0.20276638466847546
131,0.20166323332290226
132,0.20041525342820238
133,0.19999540906171873
134,0.19976239887693864
135,0.19903948107392197
136,0.1989692001733598
137,0.19888367422435016
138,0.19712188189174187
139,0.19638939931297883
140,0.19599304136005152
141,0.19552100957712917
142,0.1952004982880109
143,0.1945390574738524
144,0.19439789390025738
145,0.19423646083222648
146,0.19207855184918207
147,0.19201427207510058
148,0.19082005753105166
149,0.19075965064613987
150,0.19045661150353668
151,0.19039434097137975
152,0.19037790109915464
153,0.18985443767309967
154,0.18967022612732518
155,0.18862150305854122
156,0.18735929343650137
157,0.1866688500056946
158,0.18656299252377342
159,0.18647177304578627
160,0.18633829136402108
161,0.1862111887503624
162,0.18555728749082076
163,0.18450756843192895
164,0.1841261828248888
165,0.18400478590138591
166,0.18288861757056013
167,0.1810093427631631
168,0.18074332144093702
169,0.1806565420520466
170,0.1806357652279996
171,0.18026262322970496
172,0.17925705799613323
173,0.17912901391384362
174,0.1781272299033538
175,0.17802935036305928
176,0.17667923963144502
177,0.17643262619371314
178,0.17621785601101186
179,0.17610360317982138
180,0.17599512960013067
181,0.17586076636264153
182,0.17471275099791997
183,0.17467282421114091
184,0.17336086616873428
185,0.17319738349141284
186,0.17222685105322116
187,0.17163811807508436
188,0.17141535575550204
189,0.17134183994119823
190,0.17125251852253429
191,0.17047757303397915
192,0.1704717558131557
193,0.16879203229276993
194,0.16865357278606852
195,0.16754635880386098
196,0.16717601933982526
197,0.16703606729568068
198,0.16702062670842202
199,0.16694521800675355
200,0.16667868641243097
201,0.16644597827741708
202,0.1662117537091675
203,0.16478862615469453
204,0.16422430967490892
205,0.1641977336040219
206,0.16417365160636352
207,0.16395573313448075
208,0.1633614908880945
209,0.16297937453893058
210,0.16291011566850164
211,0.16215317868548784
212,0.16031448284046684
213,0.1593735568390947
214,0.1584905623451849
215,0.1584489316119985
216,0.15833423469705488
217,0.15829770442852228
218,0.15568556381401583
219,0.1550888318117891
220,0.15508138255960036
221,0.15502233109521074
222,0.1546989964907128
223,0.15376809382947199
224,0.15376719980106768
225,0.15369267948202267
226,0.15367622055920957
227,0.15343356877432857
228,0.15289911908893916
229,0.1524665473298122
230,0.15240987809482465
231,0.15233223725570721
232,0.1520089291313501
233,0.15188538720477804
234,0.15171735545467352
235,0.15143517804930412
236,0.1514166076462082
237,0.15128539052474838
238,0.15077106869094745
239,0.15032945117193114
240,0.15024694404643982
241,0.1501372662109375
242,0.14992402473836472
243,0.149332026782139
244,0.149194830144698
245,0.14916496639070373
246,0.1490161408984627
247,0.14893277942228883
248,0.1488147114310297
249,0.14799809107559342
250,0.14782321032710652
251,0.14780416978245964
252,0.14762976240638287
253,0.1471618662853291
254,0.14645079338361738
255,0.14643562459276754
256,0.14630646560635455
257,0.1461966920355085
258,0.14612936433128848
259,0.14595655060115162
260,0.14565303932979495
261,0.14558379071823835
262,0.14537252381697935
263,0.14441568551415235
264,0.14364604773752626
265,0.14360518766843192
266,0.14357041477962057
267,0.14352514499417365
268,0.14337531820228
269,0.14335821995858147
270,0.14270391642887076
271,0.14241603845345782
272,0.1422846118940444
273,0.1420379979739892
274,0.1412168647973735
275,0.1412033474292191
276,0.14116257565578705
277,0.14099881465560304
278,0.14098826140121787
279,0.14070496598173746
280,0.1398836616639652
281,0.1392703787777082
282,0.13925061469208408
283,0.1390193398269275
284,0.13780527965398803
285,0.13777144008729197
286,0.13772391042115856
287,0.13772341185346518
288,0.13664707896212425
289,0.13664208090321336
290,0.13662664364459984
291,0.13603952702024125
292,0.13598594015053517
293,0.13497615750849656
294,0.13489540355255059
295,0.13488144605143965
296,0.13482965009240805
297,0.13331031388818587
298,0.13330645856126422
299,0.1332136009223528
300,0.1330696943231865
301,0.13304659269092672
302,0.13283059786084678
303,0.13240665356865375
304,0.13234165496736666
305,0.1322908808899264
306,0.1317348835462701
307,0.13139090344649423
308,0.13109068859374906
309,0.1310219318056539
310,0.13072687245368175
311,0.13063928444206263
312,0.12978923243887527
313,0.12978107069973333
314,0.1293633898511643
315,0.1293248422000025
316,0.1290701356052305
317,0.1290452504706146
318,0.1289602511154691
319,0.12849689432106107
320,0.12810066933345374
321,0.12785745131860335
322,0.12784345257395585
323,0.12778531604827054
324,0.12776916799420726
325,0.12775622320240682
326,0.12774071294516381
327,0.12761970874882886
328,0.12740478829867583
329,0.12732660373993668
330,0.12701396740717208
331,0.12687704175303205
332,0.1259522501412948
333,0.12592737928752787
334,0.12591665843036626
335,0.1259097972731855
336,0.12579043295856665
337,0.12574585274529912
338,0.1250848513507431
339,0.12489455773698194
340,0.12489142161260279
341,0.12439765435914012
342,0.12410686393029217
343,0.12387436273678722
344,0.12368901725040596
345,0.12359017204571367
346,0.12352896483604298
347,0.1231481646669524
348,0.12248025840719771
349,0.1222860852174425
350,0.12148856465578296
351,0.12142416788703758
352,0.1213713790853441
353,0.12130723301405556
354,0.12092021567848239
355,0.12088344600999311
356,0.12055277412564766
357,0.12013572483705284
358,0.11936618908718208
359,0.11932762094699821
360,0.11928155784695729
361,0.11914521546107362
362,0.1191329886764287
363,0.11903125881332
364,0.11899651279763249
365,0.11889949423682962
366,0.11814297742765051
367,0.11807894941257054
368,0.11790660026075905
369,0.11741918470374246
370,0.11705183614666217
371,0.11694275100014304
372,0.11658673156888329
373,0.11642207191339704
374,0.11637484804477946
375,0.11632447016049602
376,0.11631433764569649
377,0.11575195939218538
378,0.11559617303213866
379,0.11555298534802994
380,0.1154807360512842
381,0.1150199105443656
382,0.11500762334980211
383,0.11500490185102055
384,0.11499988439999491
385,0.11464956453533648
386,0.11460481862097219
387,0.11454086211470987
388,0.11448236059434677
389,0.11432408613045159
390,0.11431464896112829
391,0.1142556397421626
392,0.1139244860635625
393,0.11366570804926882
394,0.11366404097378331
395,0.11363493874010662
396,0.11353099629835695
397,0.11352359396148685
398,0.11324468653879449
399,0.11301082922075353
400,0.11291084365975008
401,0.11290467434326515
402,0.11283706005735512
403,0.11278504382092845
404,0.11270254189616424
405,0.11208910379471633
406,0.11192136273720835
407,0.11124340435309717
408,0.11123583978779274
409,0.11116628683721827
410,0.11111447148889239
411,0.11104976015716676
412,0.1107406125892871
413,0.11059773074823712
414,0.11047981267991111
415,0.11043089879399909
416,0.11006606148749018
417,0.10940865100468129
418,0.10935654734315627
419,0.10926993429427
420,0.10924977960800145
421,0.1090775253587419
422,0.10904815986944748
423,0.10858298547817177
424,0.10857699642547987
425,0.1085278694161833
426,0.10851196950527003
427,0.10810823595652051
428,0.10805402819416199
429,0.1080202950839387
430,0.10778744850222438
431,0.10776307296397196
432,0.10731655554787985
433,0.10714196366583476
434,0.10669375290885107
435,0.10668755437225844
436,0.10655089191488103
437,0.10654325714417981
438,0.10637749311465802
439,0.10629861540436869
440,0.10592097153055838
441,0.10562568389037473
442,0.10556468951970976
443,0.1055429951664942
444,0.10529069332674228
445,0.10516523986232944
446,0.10490252291787557
447,0.1046604304608892
448,0.10465150784822591
449,0.10442150054232868
450,0.1043877598614303
451,0.10399701998189033
452,0.1036891396305337
453,0.10366967334689468
454,0.10336806446158388
455,0.1025636861998443
456,0.10254385832092412
457,0.10231492270418563
458,0.10230658663724056
459,0.10219096849703363
460,0.10214900406078252
461,0.10211499229048511
462,0.10204565024152837
463,0.10191246737151566
464,0.10137638820194463
465,0.10102523553291662
466,0.10083736164137451
467,0.10066023652516179
468,0.10054191691321102
469,0.10032326084319566
470,0.10031856521481135
471,0.10031118509238791
472,0.10007602178649176
473,0.0998476868742578
474,0.09970527139101769
475,0.09936445427874135
476,0.09893194001047342
477,0.0989246946937637
478,0.09837126904007176
479,0.09834833995691829
480,0.09830403866590672
481,0.09830258304316208
482,0.09817059661206476
483,0.09755920483035949
484,0.09753701811614338
485,0.09733348055492952
486,0.0968912674951163
487,0.09687687113403169
488,0.09687536617372186
489,0.09677521817920853
490,0.09673311792613984
491,0.0967103354392144
492,0.09616954414063479
493,0.09614807417122952
494,0.09587436796702112
495,0.09470241820745615
496,0.0944301775186992
497,0.09388785210660758
498,0.09368570407909312
499,0.09367251209615597
500,0.09339431630050968
501,0.09316381924753432
502,0.09314797177349578
503,0.09313622448050637
504,0.09287413840214405
505,0.0926115237708862
506,0.09164404304549212
507,0.09155657600330339
508,0.0915326657009995
509,0.09152856428092952
510,0.09149190623692809
511,0.09122310978318243
512,0.09113182304794745
513,0.09106781356308476
514,0.09076380961069908
515,0.09052063465921348
516,0.09007966382656624
517,0.08919360492549366
518,0.08871915046327501
519,0.08870196611049128
520,0.0885029847932133
521,0.08844706905088093
522,0.08839817909697471
523,0.0883824147148699
524,0.08821724445681779
525,0.08804532878208289
526,0.08803985053549207
527,0.08803764055158425
528,0.08693127651884193
529,0.08693086122123604
530,0.0869122885226566
531,0.08689482879009058
532,0.0868906982562629
533,0.08666142094155155
534,0.08665155489683944
535,0.0857977623431647
536,0.08559679943121497
537,0.08475485459523668
538,0.08460935792509221
539,0.08325928294793442
540,0.08324788497964122
541,0.08297422689760554
542,0.08243323846340006
543,0.08233418267469074
544,0.08232629788507868
545,0.08115423870155117
546,0.08099219547998653
547,0.08088424813612545
548,0.08022070312650148
549,0.0801249602399764
550,0.08010359922084805
551,0.0800804175977628
552,0.08006322651796786
553,0.07973705165963586
554,0.07971933988457423
555,0.07853289936469622
556,0.07849424071513975
557,0.07849118037683629
558,0.07723891313872838
559,0.07684993437675106
560,0.07679898461681625
561,0.07628845197772458
562,0.07622863028424456
563,0.0761353670207208
564,0.07612759296558941
565,0.07576627887579515
566,0.07573377239509574
567,0.07550019293649421
568,0.07530379725683051
569,0.07447828501407897
570,0.07447824785795354
571,0.07429916606942061
572,0.07402978074018152
573,0.07402851217224976
574,0.07363426265308692
575,0.07342730996473701
576,0.07342632580542985
577,0.07339435654733129
578,0.07288322535996394
579,0.07266336046874788
580,0.0726416154009677
581,0.07235256397119125
582,0.07208207584476864
583,0.07181948391603862
584,0.07181532567125648
585,0.07118090078047215
586,0.07118039303858079
587,0.07099116739854541
588,0.07095068138828203
589,0.07088428375312886
590,0.07064178515280728
591,0.07062891141172742
592,0.07062862273008672
593,0.06971097898139908
594,0.06963693205968999
595,0.06950022198307917
596,0.06917138930525965
597,0.06908172980237146
