File,a1,a2,a3,λ1,λ2,λ3,θ_deg
data/Set B - 0 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,0.554067995902265
data/Set B - 1 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,61.238026513641806
data/Set B - 12 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,75.66615464787198
data/Set B - 24 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,76.01995007746095
data/Set B - 48 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,79.80880975788638
data/Set B - 6 hr.csv,2.2509193582332356e-7,5.133340544154108e-7,0.9999992615740099,0.0006829292940594602,0.0006828815833989848,0.0006828542293642352,69.51307980002794
