File,a1,a2,a3,λ1,λ2,λ3,θ_deg,OptimizationMethod,ExecutionTime
data/synthetic Set E - No1.csv,0.027083067691919,0.027083067691919,0.9458338646161619,3.6941334538370203e56,3.6941334538370203e56,0.025089455320701354,80.97531287978263,Fminbox(LBFGS()),00:04:18
data/synthetic Set E - No2.csv,0.027083067691919,0.027083067691919,0.9458338646161619,3.6941334538370203e56,3.6941334538370203e56,0.025089455320701354,81.91712102596038,Fminbox(LBFGS()),00:04:18
data/synthetic Set E - No3.csv,0.027083067691919,0.027083067691919,0.9458338646161619,3.6941334538370203e56,3.6941334538370203e56,0.025089455320701354,83.16980539780351,Fminbox(LBFGS()),00:04:18
data/synthetic Set E - No4.csv,0.027083067691919,0.027083067691919,0.9458338646161619,3.6941334538370203e56,3.6941334538370203e56,0.025089455320701354,85.46641896642934,Fminbox(LBFGS()),00:04:18
data/synthetic Set E - No5.csv,0.027083067691919,0.027083067691919,0.9458338646161619,3.6941334538370203e56,3.6941334538370203e56,0.025089455320701354,88.29433612076917,Fminbox(LBFGS()),00:04:18
