File,Residuals
synthetic Set E - No3,0.014279452575427842
synthetic Set E - No3,-0.00258412054285706
synthetic Set E - No3,-0.006487373754406667
synthetic Set E - No3,0.0015983181225602827
synthetic Set E - No3,0.004119152619572408
synthetic Set E - No3,0.010633735237118969
synthetic Set E - No3,-0.011584943926655766
synthetic Set E - No3,-0.009082450127157249
synthetic Set E - No3,0.002662148555844457
synthetic Set E - No3,-0.006620220736441418
synthetic Set E - No3,-0.002996738636227625
synthetic Set E - No3,-0.006028764745611981
synthetic Set E - No3,0.003163855277372063
synthetic Set E - No3,-0.009657491825076914
synthetic Set E - No3,-0.0016306139382853413
synthetic Set E - No3,-0.01051262688018162
synthetic Set E - No3,-0.012866386832174559
synthetic Set E - No3,-0.012735980278687609
synthetic Set E - No3,0.009177506958628068
synthetic Set E - No3,-0.014923807878054252
synthetic Set E - No3,0.007265531710052731
synthetic Set E - No3,-0.004513538869580613
synthetic Set E - No3,-0.006123111749057886
synthetic Set E - No3,-0.006721809391187272
synthetic Set E - No3,-0.02322283972649586
synthetic Set E - No3,-0.009335075477247101
synthetic Set E - No3,-0.006379013518672205
synthetic Set E - No3,-0.006274571939844487
synthetic Set E - No3,0.021581705312951338
synthetic Set E - No3,-0.005635336123257062
synthetic Set E - No3,0.001542611786256698
synthetic Set E - No3,0.012116117695805673
synthetic Set E - No3,-0.033668211052931274
synthetic Set E - No3,-0.01098883857147448
synthetic Set E - No3,-0.007285682248134306
synthetic Set E - No3,-0.010428925218686436
synthetic Set E - No3,-0.0029828442446308
synthetic Set E - No3,0.009528887160427768
synthetic Set E - No3,-0.0073332213326399165
synthetic Set E - No3,-0.003530172700947687
synthetic Set E - No3,-0.016028166735985394
synthetic Set E - No3,0.0077887198969259774
synthetic Set E - No3,0.01028644479649432
synthetic Set E - No3,-0.008488679546527433
synthetic Set E - No3,0.010986126924892425
synthetic Set E - No3,-0.00911372549959577
synthetic Set E - No3,0.0038169780964584232
synthetic Set E - No3,-0.006154798100440839
synthetic Set E - No3,-0.01029398656907965
synthetic Set E - No3,0.011949249503864445
synthetic Set E - No3,-0.011108929715454519
synthetic Set E - No3,0.014937040027043658
synthetic Set E - No3,0.0112123936966676
synthetic Set E - No3,0.006859353163036763
synthetic Set E - No3,0.006342309037528304
synthetic Set E - No3,-0.0001091300635389647
synthetic Set E - No3,-0.01709313738088769
synthetic Set E - No3,-0.015403559700375435
synthetic Set E - No3,0.0049907802299400394
synthetic Set E - No3,-0.004223512172523813
synthetic Set E - No3,0.0011592279580310283
synthetic Set E - No3,0.013046478247850435
synthetic Set E - No3,0.0008048377373676141
synthetic Set E - No3,0.004870682522143732
synthetic Set E - No3,-0.007187231019897156
synthetic Set E - No3,0.009393877262244943
synthetic Set E - No3,0.0030684363613326937
synthetic Set E - No3,0.00948866522152747
synthetic Set E - No3,-0.016519255162298463
synthetic Set E - No3,-0.0035546040601563966
synthetic Set E - No3,0.012428056353040007
synthetic Set E - No3,-0.0036120357646531875
synthetic Set E - No3,-0.00523205528311832
synthetic Set E - No3,-0.018523049426364846
synthetic Set E - No3,-0.023052124321043754
synthetic Set E - No3,-0.002058735862591532
synthetic Set E - No3,0.008047758630039703
synthetic Set E - No3,-0.004419211400221501
synthetic Set E - No3,-0.001081771264056175
synthetic Set E - No3,0.002199899155674534
synthetic Set E - No3,0.00037775040006393645
synthetic Set E - No3,-0.00824181339528085
synthetic Set E - No3,0.005841202140100865
synthetic Set E - No3,-0.007555803694589969
synthetic Set E - No3,0.007852883657092358
synthetic Set E - No3,-0.011407866513659548
synthetic Set E - No3,-0.0040748797853601415
synthetic Set E - No3,0.005788055334901676
synthetic Set E - No3,-0.015534501843705084
synthetic Set E - No3,0.02748149440118841
synthetic Set E - No3,-0.0025110877399210363
synthetic Set E - No3,-0.00991331631940029
synthetic Set E - No3,-0.008058504270273437
synthetic Set E - No3,-0.0041066333171320135
synthetic Set E - No3,0.0017105969646883379
synthetic Set E - No3,6.707190358667958e-12
synthetic Set E - No4,0.018143328202148923
synthetic Set E - No4,0.0032815215853801982
synthetic Set E - No4,0.014157016980059778
synthetic Set E - No4,-0.008532421916067734
synthetic Set E - No4,-0.0029420804639641585
synthetic Set E - No4,-0.01365641847153709
synthetic Set E - No4,0.0050163376426596296
synthetic Set E - No4,0.006881777224561958
synthetic Set E - No4,0.00032522173288629386
synthetic Set E - No4,-0.012125063043262552
synthetic Set E - No4,0.013800662636897276
synthetic Set E - No4,0.0016390334902149917
synthetic Set E - No4,-0.011782672876655576
synthetic Set E - No4,-0.012077488046285723
synthetic Set E - No4,0.000562590265908991
synthetic Set E - No4,0.001136382551717663
synthetic Set E - No4,-0.015615134953482768
synthetic Set E - No4,0.0006195563809123783
synthetic Set E - No4,-0.02502097190153796
synthetic Set E - No4,0.01481365506482013
synthetic Set E - No4,0.0022356335251007
synthetic Set E - No4,0.00045230067646029326
synthetic Set E - No4,-0.02449931542289885
synthetic Set E - No4,-0.008108798787027305
synthetic Set E - No4,-0.018759768229070772
synthetic Set E - No4,-0.010273812244983138
synthetic Set E - No4,0.0005243427985663907
synthetic Set E - No4,0.00787488328612218
synthetic Set E - No4,-0.00584499536618277
synthetic Set E - No4,0.010750110520895695
synthetic Set E - No4,0.007923272315354724
synthetic Set E - No4,-0.021225589991156535
synthetic Set E - No4,-0.0075900838859737085
synthetic Set E - No4,-0.0094291104798786
synthetic Set E - No4,-0.0085932056002761
synthetic Set E - No4,0.008793426535803617
synthetic Set E - No4,0.003386809093752996
synthetic Set E - No4,-0.010045190773855128
