File,a1,a2,a3,λ1,λ2,λ3,θ_deg
data/Set D - 1 hr.csv,0.08082165672341408,0.8958402944331538,0.02333804884343208,0.00835947436953555,0.0002657099524479873,0.008354527303619906,23.59820123364219
data/Set D - 12 hr.csv,0.08082165672341408,0.8958402944331538,0.02333804884343208,0.00835947436953555,0.0002657099524479873,0.008354527303619906,41.84836766100754
data/Set D - 24 hr.csv,0.08082165672341408,0.8958402944331538,0.02333804884343208,0.00835947436953555,0.0002657099524479873,0.008354527303619906,42.144794381520995
data/Set D - 48 hr.csv,0.08082165672341408,0.8958402944331538,0.02333804884343208,0.00835947436953555,0.0002657099524479873,0.008354527303619906,1.8693285202047543
data/Set D - 6 hr.csv,0.08082165672341408,0.8958402944331538,0.02333804884343208,0.00835947436953555,0.0002657099524479873,0.008354527303619906,43.11241519524315
