Data Source:,"Digitized from Figure 2 from SPE paper titled ""Application of PC Spreadsheet Software for Non-linear Parameter Optimization"" by Dr. A. Gupta",,,,,
Core Data,Core No.,Aging Time (hr),Porosity (%) Nitrogen,Nitrogen Permeability (md),Brine Permeability (md),Swi (%)
,11,24,21.3,643.2,273.6,25.2
Time,Recovery,,,,,
(min),(%),,,,,
10.09657185,3.072527499,,,,,
14.97231252,7.340728839,,,,,
19.95593971,8.501760787,,,,,
29.23389247,10.40217214,,,,,
39.57203806,12.23964216,,,,,
59.26744862,16.57120766,,,,,
78.29112101,18.66252696,,,,,
98.37217803,20.03533654,,,,,
118.2425118,21.47184251,,,,,
