Data Source:,"Digitized from Figure 2 from SPE paper titled ""Application of PC Spreadsheet Software for Non-linear Parameter Optimization"" by Dr. A. Gupta",,,,,
Core Data,Core No.,Aging Time (hr),Porosity (%) Nitrogen,Nitrogen Permeability (md),Brine Permeability (md),Swi (%)
,7,1,21.7,678.2,276.2,25.1
Time,Recovery,,,,,
(min),(%),,,,,
1.020177109,5.243006687,,,,,
1.987941102,6.274863939,,,,,
4.009628898,7.243085212,,,,,
5.013897769,8.74277413,,,,,
9.920965332,15.29250805,,,,,
14.92195028,18.92637314,,,,,
19.71406718,21.14454156,,,,,
29.38124958,25.49727878,,,,,
38.81204641,27.58859808,,,,,
58.2597177,29.19287712,,,,,
67.26259471,29.80510538,,,,,
78.41044871,30.20585801,,,,,
97.48345286,30.83877476,,,,,
115.8785189,31.00684985,,,,,
