Data Source:,"Digitized from Figure 2 from SPE paper titled ""Application of PC Spreadsheet Software for Non-linear Parameter Optimization"" by Dr. A. Gupta",,,,,
Core Data,Core No.,Aging Time (hr),Porosity (%) Nitrogen,Nitrogen Permeability (md),Brine Permeability (md),Swi (%)
,8,6,21.3,642.5,251,25
Time,Recovery,,,,,
(min),(%),,,,,
1.003322713,3.361501894,,,,,
4.970726115,4.979613533,,,,,
10.06145552,9.541893435,,,,,
14.91463616,13.42954739,,,,,
19.72373493,16.64136731,,,,,
29.21011587,19.57765281,,,,,
38.99710526,22.40886494,,,,,
48.50422934,23.48575363,,,,,
58.91425023,25.5141618,,,,,
77.78559518,27.09808458,,,,,
97.67991126,27.87893157,,,,,
117.3100255,28.44863516,,,,,
